AT,AP,AH,TEY,CO,NOX,AP_normalized
25.644,1015.3,75.806,146.65,1.7059,52.401,0.15072463768115613
25.317,1015.2,75.927,148.14,1.4419,51.433,0.1391304347826158
25.124,1015.2,75.841,148.62,1.4582,51.362,0.1391304347826158
24.901,1015.2,75.463,149.13,1.631,51.73,0.1391304347826158
24.572,1015.2,76.139,148.71,1.8798,52.698,0.1391304347826158
23.826,1015.1,78.08,149.61,2.0717,53.503,0.1275362318840623
23.668,1015.1,80.238,120.64,4.1288,52.776,0.1275362318840623
24.572,1015.1,79.648,125.21,3.3431,52.821,0.1275362318840623
26.57,1015.2,71.463,148.61,1.6678,51.864,0.1391304347826158
28.121,1015.4,64.615,148.53,1.7831,52.164,0.16231884057970966
29.028,1015.8,60.809,147.43,1.3279,52.507,0.20869565217391053
29.543,1015.9,56.675,148.0,1.6149,53.371,0.22028985507246404
30.052,1015.9,55.101,146.55,1.4936,52.86,0.22028985507246404
30.242,1015.9,54.672,146.93,1.3685,52.279,0.22028985507246404
29.747,1016.0,55.223,147.71,1.6052,52.529,0.23188405797101755
29.525,1015.7,56.071,147.92,1.6022,52.55,0.19710144927537018
29.508,1015.5,54.565,147.83,1.3385,52.864,0.17391304347826317
29.184,1015.3,56.016,147.97,1.523,51.866,0.15072463768115613
28.434,1015.1,59.892,121.22,3.3318,49.754,0.1275362318840623
27.581,1014.9,65.445,147.77,1.7435,51.004,0.10434782608695527
26.869,1015.0,71.364,147.4,1.7106,49.635,0.11594202898550877
26.468,1015.1,74.724,147.86,1.7985,50.066,0.1275362318840623
26.282,1015.2,77.114,147.07,1.6348,50.388,0.1391304347826158
26.243,1015.2,79.279,147.75,1.6223,50.061,0.1391304347826158
26.05,1015.0,80.437,146.16,1.8109,51.819,0.11594202898550877
25.799,1014.5,81.274,145.81,1.444,51.333,0.05797101449275439
25.524,1014.3,81.753,146.18,1.5188,51.968,0.03478260869564736
25.203,1014.0,81.994,147.27,1.7897,52.051,0.0
24.795,1013.7,82.502,147.7,1.296,50.332,-0.03478260869564736
24.361,1013.6,84.52,141.35,1.5941,50.333,-0.04637681159420087
24.3,1013.6,84.854,110.5,3.9789,47.469,-0.04637681159420087
25.147,1013.7,84.059,125.61,2.5763,48.133,-0.03478260869564736
26.566,1013.8,76.781,148.71,1.2045,49.922,-0.02318840579710703
27.627,1014.0,69.283,147.58,1.2723,52.503,0.0
28.354,1014.1,65.555,147.0,1.3916,53.634,0.011594202898553514
28.85,1014.1,62.72,147.65,1.9693,53.916,0.011594202898553514
29.592,1013.9,58.659,147.16,1.6309,54.363,-0.011594202898553514
29.833,1013.7,54.54,148.29,1.8549,54.442,-0.03478260869564736
30.138,1013.4,53.631,147.25,2.0567,55.128,-0.0695652173913079
30.138,1013.1,52.847,147.4,2.0353,55.003,-0.10434782608695527
29.984,1012.8,51.815,147.75,1.6227,54.501,-0.1391304347826158
29.829,1012.6,49.081,148.2,1.5519,54.979,-0.16231884057970966
29.314,1012.3,50.959,148.92,1.883,55.502,-0.19710144927537018
28.313,1012.2,57.09,148.54,2.0727,56.28,-0.20869565217391053
27.088,1012.2,66.958,148.17,2.4105,55.839,-0.20869565217391053
26.267,1012.2,72.781,147.77,2.0516,54.27,-0.20869565217391053
25.955,1012.4,73.96,147.37,1.5761,54.14,-0.18550724637681668
25.24,1012.4,76.271,147.32,1.4663,54.391,-0.18550724637681668
24.625,1012.2,78.852,147.92,1.6602,54.187,-0.20869565217391053
24.032,1012.0,79.974,147.48,1.2045,52.986,-0.23188405797101755
23.493,1011.6,81.91,148.82,1.315,53.157,-0.27826086956521845
23.113,1011.3,82.419,147.96,1.6097,55.367,-0.31304347826087897
23.098,1011.1,83.117,148.52,1.5088,56.436,-0.33623188405797283
23.039,1010.8,83.146,147.71,1.5163,56.568,-0.37101449275363335
23.014,1010.8,83.309,148.17,1.8459,56.797,-0.37101449275363335
23.525,1010.9,83.324,148.61,1.4559,55.14,-0.35942028985507984
25.255,1011.1,79.773,148.03,1.4966,55.385,-0.33623188405797283
27.243,1011.0,71.49,147.3,1.6293,55.444,-0.34782608695652634
29.257,1010.9,62.674,146.37,1.4827,55.587,-0.35942028985507984
30.703,1010.8,56.582,145.79,1.4142,55.486,-0.37101449275363335
31.713,1010.6,49.108,147.51,1.5857,56.642,-0.3942028985507272
32.865,1010.2,40.301,147.72,1.5291,56.963,-0.4405797101449281
33.583,1009.8,36.924,148.53,1.6242,56.677,-0.4869565217391421
33.661,1009.3,38.036,147.31,1.897,57.336,-0.5449275362318965
33.43,1008.8,39.176,147.53,2.6475,58.838,-0.6028985507246509
32.609,1008.8,45.27,146.23,2.6704,58.539,-0.6028985507246509
31.704,1008.6,45.28,146.79,2.4725,57.937,-0.6260869565217447
30.709,1008.7,48.966,148.0,1.8879,56.171,-0.6144927536231912
29.057,1008.8,60.992,146.61,1.8903,55.081,-0.6028985507246509
28.07,1009.2,69.012,146.88,2.1572,55.525,-0.5565217391304369
27.45,1009.3,72.078,145.04,2.129,56.775,-0.5449275362318965
26.791,1009.2,73.288,146.88,2.1324,56.527,-0.5565217391304369
25.936,1008.9,76.313,145.9,2.019,57.381,-0.5913043478260974
25.356,1008.6,78.755,146.43,1.5354,57.2,-0.6260869565217447
24.974,1008.4,80.976,147.43,1.484,57.058,-0.6492753623188517
24.697,1008.4,81.33,147.41,1.5938,57.512,-0.6492753623188517
24.558,1008.3,81.766,132.84,2.0668,53.282,-0.6608695652174053
24.347,1008.5,82.396,138.98,1.9212,55.227,-0.6376811594202982
24.293,1008.7,83.213,148.59,1.5091,54.535,-0.6144927536231912
25.189,1008.8,81.513,125.73,3.1798,52.796,-0.6028985507246509
26.692,1009.1,72.909,148.43,1.6793,55.005,-0.5681159420289904
28.593,1009.1,63.505,147.75,2.1203,57.082,-0.5681159420289904
30.055,1009.0,56.368,146.63,1.4023,56.524,-0.5797101449275439
31.171,1009.1,52.748,146.82,1.2545,56.569,-0.5681159420289904
32.337,1009.1,49.075,146.07,1.5801,52.571,-0.5681159420289904
32.577,1009.2,49.101,146.38,1.5061,50.941,-0.5565217391304369
32.558,1008.9,52.692,145.55,1.7909,55.849,-0.5913043478260974
32.689,1008.5,50.72,145.49,2.0361,55.994,-0.6376811594202982
31.988,1008.2,51.303,146.43,2.4708,56.734,-0.6724637681159457
31.17,1008.0,54.244,146.88,2.373,55.593,-0.6956521739130527
30.355,1008.0,57.155,146.51,2.1932,55.508,-0.6956521739130527
29.2,1008.3,60.917,147.3,1.8955,54.87,-0.6608695652174053
28.242,1009.2,67.783,146.44,1.9161,54.455,-0.5565217391304369
27.6,1009.7,72.235,147.28,1.9005,54.807,-0.49855072463768246
27.094,1009.5,75.433,145.73,1.4806,55.321,-0.5217391304347895
26.661,1009.1,76.469,146.58,1.4595,55.247,-0.5681159420289904
26.214,1009.0,78.798,145.62,1.654,55.852,-0.5797101449275439
25.488,1008.6,81.565,144.93,1.2045,53.293,-0.6260869565217447
25.149,1008.5,82.002,146.08,1.2045,54.391,-0.6376811594202982
24.929,1008.3,81.945,147.16,1.2254,55.085,-0.6608695652174053
24.86,1008.4,81.984,146.66,1.2085,54.546,-0.6492753623188517
24.639,1008.5,81.779,147.5,1.2045,54.208,-0.6376811594202982
24.465,1008.6,82.425,146.96,1.5231,55.381,-0.6260869565217447
25.001,1008.7,79.917,148.11,1.2522,54.8,-0.6144927536231912
26.157,1008.6,68.584,147.84,1.3329,55.787,-0.6260869565217447
28.343,1008.5,62.212,147.86,1.4356,55.678,-0.6376811594202982
30.133,1008.5,59.471,146.84,1.3231,55.098,-0.6376811594202982
30.969,1008.5,54.632,146.7,1.2045,54.401,-0.6376811594202982
31.403,1008.5,55.811,144.63,1.3518,54.969,-0.6376811594202982
31.701,1008.4,52.513,147.38,1.619,54.623,-0.6492753623188517
31.777,1008.2,53.112,146.06,1.5168,53.685,-0.6724637681159457
31.647,1007.8,53.077,146.86,1.7687,54.815,-0.7188405797101597
31.249,1007.6,56.26,146.74,1.9117,56.37,-0.7420289855072535
30.784,1007.6,58.804,146.14,1.9322,57.418,-0.7420289855072535
30.18,1007.9,59.689,146.42,2.0429,56.964,-0.7072463768116062
29.397,1008.4,63.619,147.29,1.9661,54.732,-0.6492753623188517
28.513,1008.6,68.805,145.83,1.8306,54.41,-0.6260869565217447
27.827,1008.8,72.704,146.21,1.9885,53.489,-0.6028985507246509
27.473,1009.1,75.503,144.88,1.7348,53.374,-0.5681159420289904
27.297,1009.0,77.854,144.2,1.7234,53.7,-0.5797101449275439
27.153,1008.9,79.034,144.97,2.1124,54.428,-0.5913043478260974
26.962,1008.6,80.021,144.66,1.9626,55.786,-0.6260869565217447
26.84,1008.4,79.495,146.22,1.9744,55.85,-0.6492753623188517
26.798,1008.4,78.841,121.43,3.7025,50.733,-0.6492753623188517
26.377,1008.3,79.801,130.32,2.6708,50.219,-0.6608695652174053
25.911,1008.5,80.724,146.72,1.7168,54.355,-0.6376811594202982
25.517,1008.9,83.202,110.43,4.2816,49.405,-0.5913043478260974
26.552,1009.1,82.552,144.83,1.7102,56.274,-0.5681159420289904
27.855,1009.4,75.635,147.2,1.7025,53.372,-0.533333333333343
28.972,1009.6,69.813,146.41,1.6136,53.627,-0.510144927536236
29.759,1009.8,66.469,146.18,1.2045,51.742,-0.4869565217391421
30.421,1010.1,63.591,146.16,1.2045,51.933,-0.4521739130434816
30.805,1010.2,61.608,146.02,1.2705,51.616,-0.4405797101449281
31.105,1010.2,61.517,145.92,1.48,52.05,-0.4405797101449281
30.985,1010.2,63.22,145.37,1.5163,51.411,-0.4405797101449281
30.347,1010.2,64.522,146.44,1.4763,51.462,-0.4405797101449281
30.061,1010.5,62.664,146.68,1.5891,51.828,-0.4057971014492807
29.497,1011.0,58.59,148.38,1.6281,52.212,-0.34782608695652634
29.09,1011.3,51.661,149.34,1.8529,54.393,-0.31304347826087897
28.535,1011.9,53.645,149.26,1.8868,55.239,-0.24347826086957106
27.899,1012.6,57.619,147.88,1.8332,55.409,-0.16231884057970966
27.415,1012.9,55.774,149.4,1.9528,56.614,-0.1275362318840623
27.215,1013.3,59.031,148.09,1.8194,55.276,-0.08115942028986141
26.843,1013.1,64.185,148.36,1.7504,54.46,-0.10434782608695527
26.212,1012.6,66.851,147.91,1.8288,54.918,-0.16231884057970966
25.924,1012.2,68.456,133.23,2.3975,51.341,-0.20869565217391053
25.803,1012.2,68.174,109.88,3.7988,50.321,-0.20869565217391053
25.682,1012.1,64.446,110.54,4.059,52.275,-0.22028985507246404
25.289,1012.1,63.863,110.4,3.8288,52.211,-0.22028985507246404
24.696,1012.2,67.612,110.47,3.8316,52.093,-0.20869565217391053
24.27,1012.5,69.863,109.82,4.4115,52.884,-0.17391304347826317
25.291,1012.6,69.307,110.14,3.7235,49.976,-0.16231884057970966
26.929,1013.0,64.0,129.43,2.5813,50.103,-0.11594202898550877
27.785,1013.3,60.01,148.8,1.5807,51.692,-0.08115942028986141
28.733,1013.5,55.142,148.79,1.2045,51.509,-0.05797101449275439
29.297,1013.6,53.47,147.55,1.3109,51.86,-0.04637681159420087
29.697,1013.6,52.101,148.62,1.3486,51.517,-0.04637681159420087
30.096,1013.6,49.579,148.38,1.5966,51.237,-0.04637681159420087
30.349,1013.4,48.51,147.72,1.5064,51.543,-0.0695652173913079
30.267,1013.3,49.832,148.2,1.8158,51.598,-0.08115942028986141
29.943,1013.2,51.311,148.86,2.1492,52.965,-0.09275362318840175
29.448,1013.3,54.731,148.4,2.2516,53.453,-0.08115942028986141
28.698,1013.5,58.779,148.76,1.9682,52.395,-0.05797101449275439
28.095,1013.7,63.005,147.67,1.3888,51.736,-0.03478260869564736
27.393,1013.9,68.414,147.01,1.4182,51.096,-0.011594202898553514
26.999,1014.3,71.575,147.14,1.6959,51.445,0.03478260869564736
26.587,1014.0,72.895,145.9,1.5218,52.41,0.0
25.629,1013.7,75.639,147.29,1.4482,51.788,-0.03478260869564736
24.738,1013.3,79.701,145.0,1.6749,53.519,-0.08115942028986141
24.301,1013.1,80.742,147.0,1.2658,52.795,-0.10434782608695527
23.925,1012.6,80.508,148.37,1.2501,52.243,-0.16231884057970966
23.547,1012.4,81.533,149.2,1.6435,53.269,-0.18550724637681668
23.561,1012.3,80.494,149.26,1.913,53.638,-0.19710144927537018
23.314,1012.2,80.158,149.43,2.0027,53.381,-0.20869565217391053
22.857,1012.2,81.521,148.96,1.8784,53.738,-0.20869565217391053
23.788,1012.3,82.76,147.36,1.3471,54.735,-0.19710144927537018
25.77,1012.4,78.649,109.99,3.5996,48.848,-0.18550724637681668
27.97,1012.3,67.551,113.2,3.3605,48.757,-0.19710144927537018
29.266,1012.3,57.657,148.25,1.2045,51.895,-0.19710144927537018
30.325,1012.2,52.65,147.41,1.2045,52.868,-0.20869565217391053
30.824,1012.1,50.651,146.98,1.2106,53.384,-0.22028985507246404
31.153,1012.0,47.665,146.87,1.2826,51.693,-0.23188405797101755
31.568,1011.7,47.73,147.31,1.3917,51.636,-0.2666666666666649
31.634,1011.5,48.044,147.1,1.5747,52.769,-0.28985507246377196
31.507,1011.2,50.883,146.44,1.9419,55.183,-0.3246376811594193
31.017,1011.1,53.906,146.59,1.9779,55.247,-0.33623188405797283
30.48,1011.0,56.968,109.47,4.0303,49.546,-0.34782608695652634
29.362,1011.0,61.568,113.07,3.7741,47.038,-0.34782608695652634
28.115,1011.2,67.051,148.0,1.6856,51.546,-0.3246376811594193
27.12,1011.6,72.43,147.57,1.7207,51.944,-0.27826086956521845
26.658,1011.8,75.521,146.22,1.5616,52.532,-0.2550724637681246
26.125,1011.5,77.004,146.2,1.7523,53.012,-0.28985507246377196
25.465,1011.2,79.355,147.25,1.7468,53.235,-0.3246376811594193
25.201,1010.9,81.597,145.66,1.2045,51.736,-0.35942028985507984
25.137,1010.6,80.212,146.66,1.3839,53.425,-0.3942028985507272
24.644,1010.1,81.76,147.52,1.5623,54.369,-0.4521739130434816
24.152,1009.9,82.628,148.37,1.6133,53.814,-0.4753623188405886
23.604,1009.8,82.364,148.4,1.6685,55.041,-0.4869565217391421
22.969,1009.9,83.7,148.65,1.807,54.813,-0.4753623188405886
22.891,1009.8,85.618,147.88,1.2045,53.45,-0.4869565217391421
24.617,1010.2,80.287,148.04,1.2045,53.928,-0.4405797101449281
26.753,1010.2,67.962,147.21,1.4469,54.41,-0.4405797101449281
28.529,1010.3,61.744,147.14,1.2045,52.769,-0.42898550724638773
29.717,1010.3,57.389,147.66,1.2045,53.272,-0.42898550724638773
30.186,1010.2,54.326,147.14,1.2045,55.143,-0.4405797101449281
31.218,1009.8,52.433,146.55,1.9909,56.346,-0.4869565217391421
32.164,1009.5,49.455,146.66,1.9906,56.683,-0.5217391304347895
32.182,1009.1,42.273,147.86,1.9827,55.619,-0.5681159420289904
32.231,1009.1,39.002,148.91,1.6531,56.062,-0.5681159420289904
31.669,1009.1,41.403,148.56,1.5596,55.756,-0.5681159420289904
31.063,1008.7,38.527,150.07,1.8657,56.982,-0.6144927536231912
30.453,1008.7,41.748,148.13,2.1264,58.281,-0.6144927536231912
29.302,1008.9,50.221,147.77,2.1563,57.066,-0.5913043478260974
27.656,1008.8,53.534,149.06,2.0463,57.719,-0.6028985507246509
26.281,1009.0,61.49,147.1,1.682,56.641,-0.5797101449275439
25.121,1008.9,66.389,148.77,1.7121,55.935,-0.5913043478260974
23.933,1008.9,71.312,148.28,2.006,56.603,-0.5913043478260974
23.075,1008.5,76.863,148.83,1.8933,56.902,-0.6376811594202982
22.501,1008.3,79.425,149.18,1.9933,56.63,-0.6608695652174053
21.916,1008.1,80.984,150.91,2.2947,56.839,-0.6840579710144992
21.53,1007.8,83.649,149.99,1.7077,56.788,-0.7188405797101597
21.212,1007.8,83.294,151.25,1.5292,56.502,-0.7188405797101597
20.768,1008.0,84.289,150.51,1.6552,57.816,-0.6956521739130527
20.771,1008.0,89.251,150.37,1.2045,55.846,-0.6956521739130527
22.019,1008.0,88.034,149.53,1.2045,55.987,-0.6956521739130527
24.538,1008.2,76.929,149.27,1.4932,55.756,-0.6724637681159457
27.633,1008.3,60.129,148.15,1.5563,56.247,-0.6608695652174053
29.703,1008.5,46.104,148.83,1.4454,57.158,-0.6376811594202982
31.141,1008.5,43.339,148.25,1.6932,58.415,-0.6376811594202982
31.805,1008.4,45.99,148.43,1.9562,57.952,-0.6492753623188517
31.907,1008.2,46.62,146.84,1.9313,58.285,-0.6724637681159457
32.756,1008.1,44.102,147.39,2.0365,57.618,-0.6840579710144992
32.86,1008.0,41.117,147.09,1.7308,58.144,-0.6956521739130527
32.567,1008.0,37.47,149.02,1.7084,57.692,-0.6956521739130527
31.937,1008.2,42.489,147.61,2.1853,57.217,-0.6724637681159457
30.652,1008.7,54.553,147.33,1.8758,54.498,-0.6144927536231912
29.089,1008.9,65.559,146.87,1.744,53.088,-0.5913043478260974
28.182,1009.2,59.188,148.23,2.094,54.633,-0.5565217391304369
27.896,1009.2,62.955,146.03,1.723,55.175,-0.5565217391304369
27.036,1009.3,60.675,148.23,1.8584,56.109,-0.5449275362318965
25.297,1009.4,62.428,148.58,1.6832,57.558,-0.533333333333343
23.679,1009.4,67.654,149.58,1.2045,55.39,-0.533333333333343
23.073,1009.2,70.194,150.66,1.2176,55.369,-0.5565217391304369
22.733,1009.1,72.688,150.33,1.3729,56.037,-0.5681159420289904
22.29,1009.0,77.458,126.01,2.8349,54.971,-0.5797101449275439
22.375,1009.3,80.242,110.47,3.747,52.412,-0.5449275362318965
22.536,1009.6,81.512,110.45,4.177,52.692,-0.510144927536236
22.983,1009.9,81.151,110.81,3.915,53.212,-0.4753623188405886
24.774,1010.3,78.711,146.31,2.0197,55.928,-0.42898550724638773
26.942,1010.8,71.955,146.99,1.8849,55.936,-0.37101449275363335
28.446,1010.9,69.309,145.33,1.4436,55.926,-0.35942028985507984
29.562,1010.8,64.686,145.95,1.3129,55.369,-0.37101449275363335
30.942,1010.6,56.561,147.31,1.5197,56.262,-0.3942028985507272
31.723,1010.4,54.922,146.45,1.5034,53.79,-0.4173913043478342
32.48,1010.1,49.168,146.91,1.71,54.611,-0.4521739130434816
33.205,1009.7,45.046,146.75,1.7714,55.615,-0.49855072463768246
33.558,1009.4,39.831,148.28,2.1073,57.186,-0.533333333333343
33.819,1009.2,36.539,147.7,2.0064,57.362,-0.5565217391304369
33.466,1009.1,38.828,147.51,2.1704,57.797,-0.5681159420289904
32.073,1009.1,49.396,146.51,2.3068,57.585,-0.5681159420289904
30.117,1009.1,68.988,144.4,2.3266,54.663,-0.5681159420289904
29.005,1009.3,67.114,147.1,2.1,54.92,-0.5449275362318965
28.246,1009.4,57.005,148.06,1.7252,57.441,-0.533333333333343
26.539,1009.2,54.476,148.77,1.7391,58.803,-0.5565217391304369
25.445,1009.2,57.481,130.06,2.234,57.195,-0.5565217391304369
25.165,1009.2,64.411,130.21,1.7387,55.78,-0.5565217391304369
25.308,1009.2,64.955,131.5,1.6128,55.85,-0.5565217391304369
25.281,1009.1,69.565,130.96,1.9682,54.538,-0.5681159420289904
25.123,1009.0,76.367,130.52,2.1087,51.846,-0.5797101449275439
24.496,1009.0,80.199,130.97,2.1465,51.652,-0.5797101449275439
24.079,1009.1,82.536,131.17,2.0852,52.359,-0.5681159420289904
24.111,1009.1,84.125,132.53,1.667,51.886,-0.5681159420289904
26.006,1009.3,79.892,134.04,1.8002,51.69,-0.5449275362318965
27.913,1009.6,71.919,146.25,1.8116,54.007,-0.510144927536236
29.319,1009.8,65.758,144.58,1.5629,55.2,-0.4869565217391421
30.509,1009.6,59.061,145.91,1.3118,55.986,-0.510144927536236
31.65,1009.3,53.318,137.11,1.91,57.439,-0.5449275362318965
32.393,1009.1,52.787,146.66,1.8442,55.699,-0.5681159420289904
32.526,1008.9,49.913,147.38,2.0007,56.217,-0.5913043478260974
32.933,1008.7,44.961,148.29,1.83,54.989,-0.6144927536231912
33.4,1008.5,42.534,147.29,1.2526,54.341,-0.6376811594202982
33.587,1008.4,41.074,147.96,1.2045,54.136,-0.6492753623188517
33.344,1008.3,40.359,149.0,1.4709,55.221,-0.6608695652174053
32.62,1008.6,43.483,130.88,2.3414,60.175,-0.6260869565217447
31.281,1008.7,51.217,130.48,2.3023,57.923,-0.6144927536231912
29.799,1008.9,50.42,130.56,2.2295,58.227,-0.5913043478260974
27.797,1009.0,54.627,131.74,1.8747,57.531,-0.5797101449275439
25.899,1008.9,61.547,132.31,1.8004,56.861,-0.5913043478260974
24.775,1008.9,67.989,128.21,2.135,51.991,-0.5913043478260974
23.983,1008.9,73.052,129.85,1.6712,50.27,-0.5913043478260974
23.529,1008.7,77.498,129.13,1.6889,49.527,-0.6144927536231912
23.119,1008.4,80.931,128.52,2.0426,49.367,-0.6492753623188517
22.837,1008.3,83.544,128.28,1.8326,49.166,-0.6608695652174053
22.794,1008.3,83.89,130.89,1.5771,51.192,-0.6608695652174053
23.003,1008.5,83.913,130.61,1.7357,52.148,-0.6376811594202982
23.358,1008.8,82.135,130.76,1.9989,53.213,-0.6028985507246509
25.032,1009.2,79.208,143.19,1.9312,54.514,-0.5565217391304369
27.146,1009.4,74.786,146.78,1.54,54.092,-0.533333333333343
28.873,1009.7,67.515,146.45,1.2045,53.74,-0.49855072463768246
29.879,1009.5,59.669,146.48,1.2045,54.734,-0.5217391304347895
31.407,1009.3,53.86,146.33,1.2045,55.373,-0.5449275362318965
32.672,1009.2,52.169,146.07,1.6001,55.239,-0.5565217391304369
33.204,1008.9,50.021,146.09,1.8432,55.49,-0.5913043478260974
33.657,1008.6,49.821,146.19,2.0195,55.881,-0.6260869565217447
33.665,1008.2,47.942,146.4,1.7788,56.345,-0.6724637681159457
33.223,1008.0,49.414,146.42,1.8284,56.26,-0.6956521739130527
32.826,1007.8,50.546,146.32,2.0401,56.951,-0.7188405797101597
31.91,1007.8,55.28,139.68,2.0728,56.975,-0.7188405797101597
30.65,1008.1,55.548,131.03,2.1922,56.147,-0.6840579710144992
29.216,1008.7,48.138,131.08,2.1822,59.784,-0.6144927536231912
27.736,1008.6,56.005,130.21,1.9608,56.207,-0.6260869565217447
26.343,1008.4,65.612,129.04,2.0484,52.574,-0.6492753623188517
25.194,1008.4,74.177,148.72,2.0013,55.416,-0.6492753623188517
24.31,1008.0,77.707,149.51,1.3059,53.975,-0.6956521739130527
23.793,1007.8,80.801,149.07,1.3182,54.843,-0.7188405797101597
23.395,1007.5,83.286,148.37,1.3603,55.12,-0.753623188405807
23.175,1007.3,84.395,148.84,1.2045,53.523,-0.776811594202914
23.014,1007.3,85.832,147.93,1.2045,53.576,-0.776811594202914
23.006,1007.6,86.722,148.23,1.2045,53.622,-0.7420289855072535
23.526,1007.8,86.263,147.59,1.2045,53.363,-0.7188405797101597
25.242,1007.9,82.326,146.79,1.2045,53.203,-0.7072463768116062
27.686,1008.1,72.733,145.82,1.2045,52.955,-0.6840579710144992
29.179,1008.2,66.386,146.06,1.4312,53.458,-0.6724637681159457
30.541,1008.1,59.187,146.24,1.2045,53.933,-0.6840579710144992
31.96,1007.9,54.254,146.56,1.2112,54.801,-0.7072463768116062
32.774,1007.6,49.894,145.42,1.621,55.386,-0.7420289855072535
33.55,1007.1,47.126,146.31,1.8852,55.84,-0.8000000000000079
34.053,1007.0,48.265,145.67,2.0068,56.084,-0.8115942028985614
33.719,1007.1,51.169,146.09,1.7999,53.993,-0.8000000000000079
32.973,1006.9,53.163,145.9,1.7166,54.014,-0.8231884057971149
32.085,1006.7,57.695,146.38,1.7803,54.007,-0.8463768115942087
30.972,1006.6,52.945,147.1,1.8925,55.335,-0.8579710144927623
29.646,1006.6,54.437,147.2,1.8582,55.537,-0.8579710144927623
28.611,1007.2,61.446,147.34,1.8732,55.095,-0.7884057971014544
27.586,1007.4,69.434,145.67,1.5716,55.392,-0.7652173913043605
27.0,1007.3,72.044,145.01,1.4297,54.742,-0.776811594202914
26.264,1007.2,72.727,146.86,1.5297,56.172,-0.7884057971014544
24.681,1006.8,74.906,146.75,1.5517,57.879,-0.8347826086956684
23.474,1006.6,79.67,148.51,1.583,57.285,-0.8579710144927623
22.845,1006.7,81.61,149.41,1.5621,57.478,-0.8463768115942087
22.61,1006.5,83.734,149.0,1.2045,56.757,-0.8695652173913158
22.385,1006.3,83.17,149.66,1.254,56.909,-0.8927536231884229
21.934,1006.5,85.076,149.36,1.5538,57.92,-0.8695652173913158
22.436,1007.0,84.507,149.49,1.2045,56.674,-0.8115942028985614
24.632,1007.4,83.675,146.98,1.2045,56.133,-0.7652173913043605
27.207,1007.7,76.21,146.99,1.2598,55.364,-0.7304347826087
28.813,1008.0,69.032,145.32,1.6695,57.59,-0.6956521739130527
29.885,1008.1,64.306,144.55,1.6397,58.839,-0.6840579710144992
30.792,1007.9,60.45,145.62,1.8489,59.185,-0.7072463768116062
31.878,1007.6,55.752,146.2,1.3642,54.995,-0.7420289855072535
32.819,1007.3,51.074,145.89,1.814,56.633,-0.776811594202914
33.459,1006.9,49.722,145.79,1.5788,55.331,-0.8231884057971149
33.468,1006.7,46.974,146.66,1.565,55.289,-0.8463768115942087
33.251,1006.6,46.167,147.52,1.5858,54.72,-0.8579710144927623
32.852,1006.5,45.314,146.77,1.8117,56.64,-0.8695652173913158
32.148,1006.6,50.485,147.07,1.9455,56.512,-0.8579710144927623
30.746,1006.8,59.158,144.82,1.9044,56.188,-0.8347826086956684
29.081,1006.8,57.808,147.04,2.029,55.915,-0.8347826086956684
27.84,1007.0,55.408,146.13,2.3301,58.614,-0.8115942028985614
26.944,1007.2,56.964,146.94,2.3754,58.608,-0.7884057971014544
25.928,1007.4,61.011,146.56,2.3179,58.327,-0.7652173913043605
26.159,1007.3,63.864,146.09,1.5322,56.718,-0.776811594202914
24.861,1007.3,65.495,147.32,1.4918,57.484,-0.776811594202914
23.756,1007.0,69.595,148.1,1.6629,58.746,-0.8115942028985614
23.123,1006.7,72.736,149.16,1.2898,57.271,-0.8463768115942087
22.193,1006.4,74.403,149.86,1.2449,58.03,-0.8811594202898694
21.586,1006.3,74.611,139.35,1.4551,60.521,-0.8927536231884229
22.241,1006.4,72.071,149.38,1.3113,58.256,-0.8811594202898694
24.58,1006.4,64.051,148.44,1.4762,57.906,-0.8811594202898694
27.588,1006.8,58.162,147.09,1.3102,56.946,-0.8347826086956684
28.915,1007.1,63.796,144.32,1.2045,56.073,-0.8000000000000079
29.66,1007.0,67.529,143.19,1.2045,54.784,-0.8115942028985614
30.527,1007.0,64.955,142.14,1.322,56.275,-0.8115942028985614
32.166,1006.8,49.42,146.82,1.2045,56.717,-0.8347826086956684
32.934,1006.3,45.475,146.08,1.2045,57.575,-0.8927536231884229
33.154,1005.8,47.581,146.71,1.4306,56.934,-0.9507246376811772
33.625,1005.3,40.203,146.33,1.8907,59.215,-1.0086956521739316
33.846,1004.9,39.668,146.75,1.8926,59.137,-1.0550724637681326
33.218,1004.7,46.796,145.12,1.9202,58.324,-1.0782608695652263
31.921,1005.0,53.622,145.93,1.9737,58.048,-1.043478260869579
31.033,1005.5,52.668,145.26,2.0291,58.529,-0.9855072463768246
30.043,1005.9,53.044,147.11,2.0009,58.448,-0.9391304347826237
28.491,1006.0,59.227,144.65,1.7871,58.803,-0.9275362318840702
27.376,1006.1,62.148,145.82,1.7317,58.348,-0.9159420289855167
26.493,1006.1,64.152,145.33,1.6988,58.802,-0.9159420289855167
25.755,1005.7,66.673,148.52,1.8928,58.907,-0.9623188405797175
25.276,1005.7,67.4,148.1,2.1592,59.536,-0.9623188405797175
24.594,1005.9,67.494,149.04,2.0942,59.918,-0.9391304347826237
24.065,1005.8,72.471,148.96,1.2045,57.02,-0.9507246376811772
23.495,1005.9,72.639,130.81,1.4163,54.273,-0.9391304347826237
23.141,1006.1,75.113,138.79,1.2431,58.112,-0.9159420289855167
